cve_mun,municipio_norm,municipio,grad_margi,grad_rez_social,conectividad,servicios_basicos,elementos_salud,educacion,desigualdad,dependencia_economica,calidad_vivienda,seguridad_alimentaria,seguridad_social
20367,santacatarinamechoacan,Santa Catarina Mechoacán,Muy alto,Alto,Bajo,Muy bajo,,Medio,Alto,Medio,Medio,Muy bajo,Medio
20368,santacatarinaminas,Santa Catarina Minas,Alto,Medio,Medio,Muy bajo,Medio,Medio,Medio,Alto,Medio,Medio,Medio
20369,santacatarinaquiane,Santa Catarina Quiané,Medio,Bajo,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,Medio,Alto
20370,santacatarinatayata,Santa Catarina Tayata,Bajo,Medio,Bajo,Muy bajo,,Bajo,Alto,Alto,Medio,Medio,Medio
20371,santacatarinaticua,Santa Catarina Ticuá,Alto,Alto,Muy bajo,Muy bajo,Alto,Medio,Alto,Medio,Medio,Bajo,Medio
20372,santacatarinayosonotu,Santa Catarina Yosonotú,Muy alto,Muy alto,Muy bajo,Muy bajo,,Alto,Medio,Alto,Medio,Medio,Alto
20373,santacatarinazapoquila,Santa Catarina Zapoquila,Alto,Medio,Muy bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Bajo,Alto
20374,santacruzacatepec,Santa Cruz Acatepec,Muy alto,Muy alto,Bajo,Muy bajo,Medio,Alto,Medio,Alto,Medio,Bajo,Alto
20375,santacruzamilpas,Santa Cruz Amilpas,Muy bajo,Muy bajo,Medio,Alto,Medio,Bajo,Medio,Alto,Medio,Alto,Medio
20376,santacruzdebravo,Santa Cruz de Bravo,Alto,Bajo,Bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Alto,Alto
20377,santacruzitundujia,Santa Cruz Itundujia,Alto,Alto,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Alto
20378,santacruzmixtepec,Santa Cruz Mixtepec,Alto,Medio,Bajo,Muy bajo,Medio,Medio,Alto,Medio,Medio,Bajo,Medio
20379,santacruznundaco,Santa Cruz Nundaco,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Medio,Medio,Bajo,Medio
20380,santacruzpapalutla,Santa Cruz Papalutla,Medio,Medio,Medio,Muy bajo,Alto,Medio,Medio,Alto,Medio,Medio,Medio
20381,santacruztacachedemina,Santa Cruz Tacache de Mina,Medio,Bajo,Bajo,Bajo,Muy bajo,Medio,Medio,Alto,Medio,Bajo,Medio
20382,santacruztacahua,Santa Cruz Tacahua,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Alto
20383,santacruztayata,Santa Cruz Tayata,Medio,Medio,Muy bajo,Muy bajo,,Bajo,Medio,Alto,Medio,Bajo,Alto
20384,santacruzxitla,Santa Cruz Xitla,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Medio,Medio,Bajo,Medio
20385,santacruzxoxocotlan,Santa Cruz Xoxocotlán,Muy bajo,Bajo,Alto,Bajo,Bajo,Bajo,Medio,Medio,Medio,Medio,Bajo
20386,santacruzzenzontepec,Santa Cruz Zenzontepec,Muy alto,Muy alto,Muy bajo,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Bajo,Alto
20387,santagertrudis,Santa Gertrudis,Medio,Bajo,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,Medio
20388,santainesdelmonte,Santa Inés del Monte,Alto,Alto,Bajo,Muy bajo,Bajo,Medio,Medio,Muy alto,Medio,Medio,Medio
20389,santainesyatzeche,Santa Inés Yatzeche,Alto,Alto,Bajo,Bajo,Alto,Alto,Medio,Alto,Medio,Alto,Alto
20390,santaluciadelcamino,Santa Lucía del Camino,Muy bajo,Muy bajo,Alto,Alto,Muy bajo,Bajo,Medio,Alto,Medio,Medio,Bajo
20391,santaluciamiahuatlan,Santa Lucía Miahuatlán,Muy alto,Muy alto,Bajo,Muy bajo,,Alto,Medio,Alto,Medio,Muy bajo,Medio
20392,santaluciamonteverde,Santa Lucía Monteverde,Muy alto,Muy alto,Muy bajo,Muy bajo,Bajo,Medio,Medio,Medio,Medio,Bajo,Alto
20393,santaluciaocotlan,Santa Lucía Ocotlán,Alto,Alto,Medio,Muy bajo,Medio,Medio,Medio,Alto,Medio,Medio,Alto
20394,santamariaalotepec,Santa María Alotepec,Alto,Alto,Bajo,Muy bajo,Bajo,Medio,Medio,Medio,Medio,Alto,Medio
20395,santamariaapazco,Santa María Apazco,Muy alto,Muy alto,Muy bajo,Muy bajo,Medio,Alto,Medio,Alto,Medio,Medio,Medio
20396,santamarialaasuncion,Santa María la Asunción,Muy alto,Muy alto,Muy bajo,Muy bajo,Medio,Muy alto,Medio,Medio,Medio,Muy bajo,Alto
20397,heroicaciudaddetlaxiaco,Heroica Ciudad de Tlaxiaco,Medio,Bajo,Medio,Bajo,Muy bajo,Medio,Alto,Medio,Medio,Medio,Bajo
20398,ayoquezcodealdama,Ayoquezco de Aldama,Alto,Medio,Medio,Muy bajo,Medio,Medio,Medio,Medio,Medio,Medio,Medio
20399,santamariaatzompa,Santa María Atzompa,Bajo,Bajo,Medio,Bajo,Bajo,Bajo,Medio,Medio,Medio,Medio,Bajo
20400,santamariacamotlan,Santa María Camotlán,Medio,Bajo,Muy bajo,Bajo,Alto,Medio,Medio,Alto,Medio,Bajo,Medio
20401,santamariacolotepec,Santa María Colotepec,Medio,Bajo,Medio,Muy bajo,Bajo,Medio,Medio,Medio,Bajo,Bajo,Bajo
20402,santamariacortijo,Santa María Cortijo,Alto,Medio,Bajo,Muy bajo,Medio,Medio,Alto,Medio,Bajo,Muy bajo,Medio
20403,santamariacoyotepec,Santa María Coyotepec,Bajo,Bajo,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,Bajo
20404,santamariachachoapam,Santa María Chachoápam,Bajo,Bajo,Bajo,Bajo,,Bajo,Medio,Alto,Medio,Medio,Medio
20405,villadechilapadediaz,Villa de Chilapa de Díaz,Medio,Bajo,Bajo,Bajo,Medio,Medio,Alto,Alto,Medio,Medio,Medio
20406,santamariachilchotla,Santa María Chilchotla,Muy alto,Muy alto,Muy bajo,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Bajo,Medio
20407,santamariachimalapa,Santa María Chimalapa,Alto,Alto,Bajo,Muy bajo,Bajo,Alto,,Alto,Medio,Bajo,Medio
20408,santamariadelrosario,Santa María del Rosario,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Medio,Medio
20409,santamariadeltule,Santa María del Tule,Muy bajo,Muy bajo,Alto,Alto,Bajo,Bajo,Medio,Medio,Medio,Alto,Medio
20410,santamariaecatepec,Santa María Ecatepec,Medio,Medio,Bajo,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,Alto
20411,santamariaguelace,Santa María Guelacé,Bajo,Bajo,Medio,Bajo,Alto,Bajo,Medio,Medio,Medio,Medio,Bajo
20412,santamariaguienagati,Santa María Guienagati,Alto,Medio,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Medio
20413,santamariahuatulco,Santa María Huatulco,Bajo,Bajo,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Bajo
20414,santamariahuazolotitlan,Santa María Huazolotitlán,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Medio
20415,santamariaipalapa,Santa María Ipalapa,Medio,Medio,Bajo,Muy bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Medio
20416,santamariaixcatlan,Santa María Ixcatlán,Alto,Medio,Muy bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Muy bajo
20417,santamariajacatepec,Santa María Jacatepec,Alto,Medio,Bajo,Muy bajo,Muy bajo,Medio,Medio,Medio,Medio,Muy bajo,Medio
20418,santamariajalapadelmarques,Santa María Jalapa del Marqués,Bajo,Bajo,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Bajo
20419,santamariajaltianguis,Santa María Jaltianguis,Bajo,Bajo,Medio,Bajo,Alto,Bajo,Medio,Alto,Medio,Alto,Alto
20420,santamarialachixio,Santa María Lachixío,Alto,Alto,Muy bajo,Muy bajo,Medio,Alto,Medio,Medio,Medio,Medio,Alto
20421,santamariamixtequilla,Santa María Mixtequilla,Bajo,Bajo,Medio,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,Alto
20422,santamarianativitas,Santa María Nativitas,Medio,Medio,Muy bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Medio,Medio
20423,santamarianduayaco,Santa María Nduayaco,Alto,Medio,Bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Medio,Medio
20424,santamariaozolotepec,Santa María Ozolotepec,Alto,Alto,Muy bajo,Muy bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Medio
20425,santamariapapalo,Santa María Pápalo,Alto,Alto,Muy bajo,Bajo,,Medio,Medio,Muy alto,Medio,Bajo,Medio
20426,santamariapenoles,Santa María Peñoles,Muy alto,Muy alto,Muy bajo,Muy bajo,Bajo,Medio,Medio,Medio,Medio,Medio,Medio
20427,santamariapetapa,Santa María Petapa,Medio,Bajo,Bajo,Muy bajo,,Medio,,Medio,Medio,Bajo,Bajo
20428,santamariaquiegolani,Santa María Quiegolani,Alto,Medio,Muy bajo,Muy bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Alto
20429,santamariasola,Santa María Sola,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Medio,Bajo
20430,santamariatataltepec,Santa María Tataltepec,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Medio
20431,santamariatecomavaca,Santa María Tecomavaca,Medio,Bajo,Medio,Muy bajo,Medio,Medio,Alto,Medio,Medio,Medio,Medio
20432,santamariatemaxcalapa,Santa María Temaxcalapa,Bajo,Bajo,Bajo,Medio,,Medio,Medio,Alto,Medio,Bajo,Medio
20433,santamariatemaxcaltepec,Santa María Temaxcaltepec,Muy alto,Muy alto,Bajo,Muy bajo,Bajo,Alto,Medio,Alto,Medio,Medio,Medio
20434,santamariateopoxco,Santa María Teopoxco,Alto,Alto,Muy bajo,Bajo,Medio,Alto,Medio,Alto,Medio,Bajo,Alto
20435,santamariatepantlali,Santa María Tepantlali,Muy alto,Muy alto,Bajo,Muy bajo,,Alto,Medio,Alto,Medio,Alto,Medio
20436,santamariatexcatitlan,Santa María Texcatitlán,Muy alto,Muy alto,Muy bajo,Muy bajo,,Alto,Medio,Alto,Medio,Muy bajo,Alto
20437,santamariatlahuitoltepec,Santa María Tlahuitoltepec,Alto,Muy alto,Bajo,Muy bajo,Muy bajo,Alto,Alto,Medio,Medio,Medio,Medio
20438,santamariatlalixtac,Santa María Tlalixtac,Alto,Alto,Muy bajo,Medio,,Alto,Medio,Alto,Medio,Bajo,Alto
20439,santamariatonameca,Santa María Tonameca,Alto,Alto,Bajo,Muy bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Medio
20440,santamariatotolapilla,Santa María Totolapilla,Alto,Medio,Bajo,Medio,,Medio,Medio,Alto,Bajo,Bajo,Alto
20441,santamariaxadani,Santa María Xadani,Medio,Medio,Medio,Muy bajo,Muy bajo,Alto,Medio,Alto,Bajo,Bajo,Medio
20442,santamariayalina,Santa María Yalina,Medio,Bajo,Bajo,Alto,Alto,Medio,Medio,Alto,Medio,Alto,Alto
20443,santamariayavesia,Santa María Yavesía,Bajo,Bajo,Bajo,Medio,Alto,Bajo,Medio,Alto,Medio,Medio,Alto
20444,santamariayolotepec,Santa María Yolotepec,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Bajo
20445,santamariayosoyua,Santa María Yosoyúa,Medio,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Alto,Alto
20446,santamariayucuhiti,Santa María Yucuhiti,Alto,Alto,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Muy bajo,Alto
20447,santamariazacatepec,Santa María Zacatepec,Alto,Medio,Bajo,Muy bajo,Bajo,Medio,Alto,Medio,Medio,Bajo,Bajo
20448,santamariazaniza,Santa María Zaniza,Muy alto,Muy alto,Muy bajo,Muy bajo,Medio,Medio,Medio,,Medio,Bajo,Alto
20449,santamariazoquitlan,Santa María Zoquitlán,Alto,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Alto,Medio
20450,santiagoamoltepec,Santiago Amoltepec,Muy alto,Muy alto,Muy bajo,Muy bajo,Bajo,Alto,Medio,Medio,Medio,Bajo,Alto
20451,santiagoapoala,Santiago Apoala,Muy alto,Muy alto,Muy bajo,Muy bajo,Medio,Alto,Medio,Alto,Medio,Bajo,Medio
20452,santiagoapostol,Santiago Apóstol,Muy alto,Alto,Medio,Muy bajo,,Alto,Medio,Medio,Medio,Bajo,Bajo
20453,santiagoastata,Santiago Astata,Alto,Medio,Bajo,Muy bajo,Alto,Medio,Medio,Alto,Bajo,Bajo,Medio
20454,santiagoatitlan,Santiago Atitlán,Alto,Alto,Muy bajo,Muy bajo,Muy bajo,Medio,Medio,Alto,Medio,Bajo,Medio
20455,santiagoayuquililla,Santiago Ayuquililla,Alto,Medio,Muy bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Medio
20456,santiagocacaloxtepec,Santiago Cacaloxtepec,Alto,Bajo,Bajo,Bajo,,Medio,Medio,Alto,Bajo,Medio,Medio
20457,santiagocamotlan,Santiago Camotlán,Alto,Alto,Muy bajo,Muy bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Bajo
20458,santiagocomaltepec,Santiago Comaltepec,Medio,Bajo,Bajo,Medio,Alto,Medio,Medio,Alto,Medio,Medio,Alto
20459,villadesantiagochazumba,Villa de Santiago Chazumba,Medio,Bajo,Bajo,Bajo,Medio,Medio,Alto,Medio,Medio,Medio,Medio
20460,santiagochoapam,Santiago Choápam,Alto,Alto,Muy bajo,Muy bajo,Bajo,Medio,Medio,Medio,Medio,Bajo,Medio
20461,santiagodelrio,Santiago del Río,Alto,Medio,Muy bajo,Bajo,,Alto,Alto,Medio,Medio,Bajo,Medio
20462,santiagohuajolotitlan,Santiago Huajolotitlán,Bajo,Bajo,Bajo,Bajo,,Bajo,Alto,Medio,Medio,Medio,Bajo
20463,santiagohuauclilla,Santiago Huauclilla,Medio,Medio,Muy bajo,Muy bajo,,Medio,Medio,Alto,Medio,Alto,Medio
20464,santiagoihuitlanplumas,Santiago Ihuitlán Plumas,Medio,Medio,Muy bajo,Bajo,Alto,Medio,Alto,Alto,Medio,Bajo,Medio
20465,santiagoixcuintepec,Santiago Ixcuintepec,Alto,Alto,Muy bajo,Bajo,,Medio,Medio,Alto,Medio,Medio,Alto
20466,santiagoixtayutla,Santiago Ixtayutla,Muy alto,Muy alto,Muy bajo,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Bajo,Alto
20467,santiagojamiltepec,Santiago Jamiltepec,Medio,Medio,Bajo,Muy bajo,Muy bajo,Medio,Medio,Medio,Medio,Bajo,Muy bajo
20468,santiagojocotepec,Santiago Jocotepec,Alto,Alto,Muy bajo,Muy bajo,Muy bajo,Alto,Medio,Alto,Medio,Muy bajo,Bajo
20469,santiagojuxtlahuaca,Santiago Juxtlahuaca,Alto,Alto,Bajo,Muy bajo,Bajo,Medio,Alto,Medio,Medio,Bajo,Bajo
20470,santiagolachiguiri,Santiago Lachiguiri,Alto,Alto,Bajo,Muy bajo,Bajo,Medio,Medio,Alto,Medio,Medio,Medio
20471,santiagolalopa,Santiago Lalopa,Medio,Medio,Bajo,Medio,Alto,Medio,Medio,Alto,Medio,Medio,Alto
20472,santiagolaollaga,Santiago Laollaga,Bajo,Bajo,Medio,Bajo,,Medio,Alto,Medio,Medio,Medio,Medio
20473,santiagolaxopa,Santiago Laxopa,Bajo,Medio,Muy bajo,Medio,Medio,Bajo,Medio,Alto,Medio,Alto,Alto
20474,santiagollanogrande,Santiago Llano Grande,Alto,Medio,Bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Muy bajo,Medio
20475,santiagomatatlan,Santiago Matatlán,Alto,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Muy bajo
20476,santiagomiltepec,Santiago Miltepec,Medio,Bajo,Muy bajo,Bajo,,Medio,Medio,Alto,Medio,Medio,Alto
20477,santiagominas,Santiago Minas,Alto,Medio,Muy bajo,Muy bajo,,Alto,Medio,Alto,Medio,Medio,Alto
20478,santiagonacaltepec,Santiago Nacaltepec,Medio,Medio,Muy bajo,Muy bajo,,Medio,Medio,Alto,Medio,Medio,Medio
20479,santiagonejapilla,Santiago Nejapilla,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Medio
20480,santiagonundiche,Santiago Nundiche,Muy alto,Muy alto,Muy bajo,Muy bajo,,Medio,Medio,,Medio,Muy bajo,Medio
20481,santiagonuyoo,Santiago Nuyoó,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Alto
20482,santiagopinotepanacional,Santiago Pinotepa Nacional,Alto,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,Bajo,Bajo,Bajo
20483,santiagosuchilquitongo,Santiago Suchilquitongo,Bajo,Bajo,Medio,Muy bajo,Medio,Bajo,Medio,Alto,Medio,Medio,Bajo
20484,santiagotamazola,Santiago Tamazola,Alto,Bajo,Bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Bajo,Alto
20485,santiagotapextla,Santiago Tapextla,Muy alto,Alto,Bajo,Muy bajo,,Alto,Medio,Medio,Medio,Muy bajo,Medio
20486,villatejupamdelaunion,Villa Tejúpam de la Unión,Medio,Bajo,Medio,Bajo,Alto,Medio,Medio,Alto,Medio,Medio,Medio
20487,santiagotenango,Santiago Tenango,Medio,Medio,Bajo,Muy bajo,,Bajo,Medio,Alto,Medio,Medio,Bajo
20488,santiagotepetlapa,Santiago Tepetlapa,Medio,Bajo,Bajo,Bajo,,Medio,Medio,Alto,Medio,Alto,Medio
20489,santiagotetepec,Santiago Tetepec,Alto,Medio,Bajo,Muy bajo,Muy bajo,Medio,Medio,Alto,Medio,Bajo,Medio
20490,santiagotexcalcingo,Santiago Texcalcingo,Alto,Alto,Muy bajo,Bajo,,Alto,Medio,Alto,Medio,Bajo,Medio
20491,santiagotextitlan,Santiago Textitlán,Alto,Alto,Muy bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Alto
20492,santiagotilantongo,Santiago Tilantongo,Alto,Alto,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Bajo,Alto
20493,santiagotillo,Santiago Tillo,Bajo,Bajo,Medio,Bajo,,Medio,Medio,Alto,Medio,Bajo,Medio
20494,santiagotlazoyaltepec,Santiago Tlazoyaltepec,Muy alto,Muy alto,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Medio,Medio
20495,santiagoxanica,Santiago Xanica,Muy alto,Muy alto,Muy bajo,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Bajo,Medio
20496,santiagoxiacui,Santiago Xiacuí,Bajo,Bajo,Medio,Bajo,Medio,Bajo,Medio,Alto,Medio,Medio,Medio
20497,santiagoyaitepec,Santiago Yaitepec,Muy alto,Muy alto,Bajo,Muy bajo,Bajo,Alto,Medio,Medio,Bajo,Bajo,Medio
20498,santiagoyaveo,Santiago Yaveo,Muy alto,Alto,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Medio
20499,santiagoyolomecatl,Santiago Yolomécatl,Bajo,Bajo,Medio,Medio,Alto,Bajo,Alto,Medio,Medio,Medio,Medio
20500,santiagoyosondua,Santiago Yosondúa,Alto,Alto,Bajo,Muy bajo,Medio,Medio,Medio,Medio,Medio,Medio,Alto
20501,santiagoyucuyachi,Santiago Yucuyachi,Alto,Medio,Bajo,Bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Medio
20502,santiagozacatepec,Santiago Zacatepec,Muy alto,Muy alto,Bajo,Muy bajo,Alto,Alto,Medio,Alto,Medio,Muy bajo,Alto
20503,santiagozoochila,Santiago Zoochila,Bajo,Bajo,Bajo,Medio,,Medio,Medio,Alto,Medio,Medio,Medio
20504,nuevozoquiapam,Nuevo Zoquiápam,Medio,Bajo,Bajo,Bajo,Alto,Medio,Medio,Alto,Medio,Medio,Alto
20505,santodomingoingenio,Santo Domingo Ingenio,Bajo,Bajo,Medio,Medio,Bajo,Medio,Medio,Alto,Medio,Bajo,Medio
20506,santodomingoalbarradas,Santo Domingo Albarradas,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Medio,Medio
20507,santodomingoarmenta,Santo Domingo Armenta,Alto,Medio,Bajo,Muy bajo,Bajo,Medio,Medio,Medio,Medio,Bajo,Medio
20508,santodomingochihuitan,Santo Domingo Chihuitán,Bajo,Bajo,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,Medio,Alto
20509,santodomingodemorelos,Santo Domingo de Morelos,Muy alto,Muy alto,Bajo,Muy bajo,Bajo,Alto,Alto,Medio,Medio,Muy bajo,Alto
20510,santodomingoixcatlan,Santo Domingo Ixcatlán,Alto,Alto,Bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Alto,Alto
20511,santodomingonuxaa,Santo Domingo Nuxaá,Muy alto,Muy alto,Bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Bajo,Alto
20512,santodomingoozolotepec,Santo Domingo Ozolotepec,Alto,Alto,Muy bajo,Bajo,Bajo,Alto,Medio,Muy alto,Medio,Bajo,Medio
20513,santodomingopetapa,Santo Domingo Petapa,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Medio
20514,santodomingoroayaga,Santo Domingo Roayaga,Muy alto,Muy alto,Muy bajo,Muy bajo,Alto,Medio,Medio,Alto,Alto,Muy bajo,Bajo
20515,santodomingotehuantepec,Santo Domingo Tehuantepec,Bajo,Bajo,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Bajo,Bajo
20516,santodomingoteojomulco,Santo Domingo Teojomulco,Alto,Medio,Bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Medio,Alto
20517,santodomingotepuxtepec,Santo Domingo Tepuxtepec,Muy alto,Muy alto,Bajo,Muy bajo,,Alto,Medio,Alto,Medio,Medio,Medio
20518,santodomingotlatayapam,Santo Domingo Tlatayápam,Bajo,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Bajo,Bajo
20519,santodomingotomaltepec,Santo Domingo Tomaltepec,Medio,Bajo,Medio,Bajo,Medio,Bajo,Alto,Medio,Medio,Medio,Bajo
20520,santodomingotonala,Santo Domingo Tonalá,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio
20521,santodomingotonaltepec,Santo Domingo Tonaltepec,Medio,Medio,Muy bajo,Bajo,Alto,Medio,Alto,Alto,Medio,Medio,Medio
20522,santodomingoxagacia,Santo Domingo Xagacía,Alto,Alto,Muy bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Medio,Medio
20523,santodomingoyanhuitlan,Santo Domingo Yanhuitlán,Medio,Bajo,Medio,Bajo,,Medio,Alto,Medio,Medio,Bajo,Medio
20524,santodomingoyodohino,Santo Domingo Yodohino,Bajo,Bajo,Muy bajo,Muy bajo,Alto,Bajo,Medio,Alto,Medio,Medio,Medio
20525,santodomingozanatepec,Santo Domingo Zanatepec,Medio,Bajo,Bajo,Bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Medio
20526,santosreyesnopala,Santos Reyes Nopala,Alto,Medio,Bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Medio,Medio
20527,santosreyespapalo,Santos Reyes Pápalo,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Medio,Medio,Bajo,Medio
20528,santosreyestepejillo,Santos Reyes Tepejillo,Alto,Medio,Bajo,Muy bajo,,Alto,Medio,Alto,Medio,Bajo,Medio
20529,santosreyesyucuna,Santos Reyes Yucuná,Muy alto,Alto,Bajo,Bajo,Alto,Alto,Alto,Alto,Bajo,Bajo,Alto
20530,santotomasjalieza,Santo Tomás Jalieza,Alto,Medio,Medio,Muy bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Medio
20531,santotomasmazaltepec,Santo Tomás Mazaltepec,Medio,Bajo,Medio,Bajo,Medio,Bajo,Alto,Medio,Medio,Medio,Medio
20532,santotomasocotepec,Santo Tomás Ocotepec,Alto,Alto,Muy bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Alto,Bajo
20533,santotomastamazulapan,Santo Tomás Tamazulapan,Medio,Bajo,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,Medio,Bajo
20534,sanvicentecoatlan,San Vicente Coatlán,Alto,Muy alto,Bajo,Muy bajo,Medio,Alto,Medio,Medio,Medio,Medio,Medio
20535,sanvicentelachixio,San Vicente Lachixío,Alto,Alto,Bajo,Muy bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Bajo
20536,sanvicentenunu,San Vicente Nuñú,Bajo,Bajo,Bajo,Muy bajo,,Bajo,Medio,Alto,Medio,Medio,Alto
20537,silacayoapam,Silacayoápam,Alto,Bajo,Bajo,Bajo,Medio,Medio,Alto,Medio,Medio,Bajo,Medio
20538,sitiodexitlapehua,Sitio de Xitlapehua,Medio,Medio,Bajo,Muy bajo,,Medio,Medio,Alto,Bajo,Medio,Medio
20539,soledadetla,Soledad Etla,Bajo,Bajo,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,Medio,Medio
20540,villadetamazulapamdelprogreso,Villa de Tamazulápam del Progreso,Bajo,Bajo,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,Medio
20541,tanetzedezaragoza,Tanetze de Zaragoza,Medio,Medio,Bajo,Bajo,,Bajo,Medio,Alto,Medio,Medio,Medio
20542,taniche,Taniche,Medio,Medio,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Medio,Medio
20543,tataltepecdevaldes,Tataltepec de Valdés,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Bajo,Muy bajo,Alto
20544,teococuilcodemarcosperez,Teococuilco de Marcos Pérez,Alto,Medio,Bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Medio,Medio
20545,teotitlandefloresmagon,Teotitlán de Flores Magón,Bajo,Bajo,Medio,Medio,Alto,Medio,Alto,Medio,Medio,Medio,Medio
20546,teotitlandelvalle,Teotitlán del Valle,Alto,Medio,Medio,Bajo,Alto,Medio,Medio,Alto,Medio,Medio,Bajo
20547,teotongo,Teotongo,Medio,Bajo,Bajo,Bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Alto
20548,tepelmemevillademorelos,Tepelmeme Villa de Morelos,Alto,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,Medio
20549,"heroicavillatezoatlandesegurayluna,cunadelaindependenciadeoaxaca","Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Alto,Medio,Bajo,Muy bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Bajo
20550,sanjeronimotlacochahuaya,San Jerónimo Tlacochahuaya,Medio,Bajo,Medio,Bajo,Alto,Medio,Alto,Alto,Medio,Medio,Medio
20551,tlacoluladematamoros,Tlacolula de Matamoros,Bajo,Bajo,Medio,Medio,Muy bajo,Bajo,Medio,Medio,Medio,Medio,Bajo
20552,tlacotepecplumas,Tlacotepec Plumas,Medio,Bajo,Bajo,Bajo,Alto,Medio,Medio,Alto,Medio,Bajo,Alto
20553,tlalixtacdecabrera,Tlalixtac de Cabrera,Muy bajo,Bajo,Medio,Bajo,Alto,Bajo,Alto,Medio,Medio,Alto,Muy bajo
