clave_mun,municipio,poblacion,pob_indigena,pob_afrodescendiente,pob_analfabeta,pob_discapacidad,viviendas,viv_internet,viv_computadoras,viv_celular,ind_rez_social,grad_rez_social,ind_margi,ind_margi_norm,grad_margi,pobr,pobr_ext,pobr_mod,pob_vuln_carencias,pob_vuln_ingresos,pob_no_vuln,rez_educativo,pob_car_hogar,pob_car_salud,pob_car_seg_social,pob_car_ser_basicos,pob_car_alimentacion,pob_car_al_una,pon_car_al_tres,pob_bajo_linea_asist,pob_bajo_linea_min_asist,gini,tasa_ingresos,cama_hospital,cama_fuera_hospital,cama_rec_nac,consultorios,equipamento,medicos_otros,medicos_gen_esp_odont,otro_pers,otro_pers_prof,enfermeria_contac_paciente,enfermeria_otras,medicos_adiest,per_tecnico,total_elementos_salud,por_mas_15_analfabeta,tasa_alfa_1524,grad_escol_prom_15
20001,Abejones,841,815,1,132,43,217,17,17,92,0.815821,Medio,52.05193097,0.815060797,Alto,787,204,583,52,1,1,247,179,45,755,306,307,839,274,788,594,0.391157329,0.1654513354,0,2,0,2,0,0,1,0,0,1,0,2,0,8,78,99.5,6.9
20002,Acatlán de Pérez Figueroa,45167,8548,316,4198,3467,12859,3700,1715,10141,0.066739,Bajo,52.95175431,0.829150778,Medio,23820,7438,16381,11000,1214,4058,12609,5750,13982,27588,23081,11201,34820,19114,25034,11088,0.3915266693,0.1395936633,0,0,0,10,0,0,12,12,1,28,0,3,6,72,87.1,97.6,7.3
20003,Asunción Cacalotepec,2547,2504,0,385,121,794,43,54,202,1.873466,Muy alto,49.94521128,0.782072499,Alto,2303,885,1418,191,31,23,816,778,597,1880,2175,198,2494,1218,2334,1692,0.3761566679,0.1934806655,0,1,0,1,0,0,0,0,0,3,0,1,0,6,97.1,99.7,10.7
20004,Asunción Cuyotepeji,1107,3,15,69,114,342,60,47,118,-0.158009,Bajo,54.57218623,0.854524487,Medio,701,175,526,275,53,79,290,148,311,789,444,160,975,353,754,355,0.390389343,0.1576126665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.2,97,6.7
20005,Asunción Ixtaltepec,15261,10406,723,1365,1178,4828,1409,1013,3733,-0.494904,Bajo,56.00716732,0.876994294,Bajo,4615,678,3937,6819,337,3136,3607,1274,3835,8125,5765,4271,11434,4923,4952,1128,0.384962002,0.1373403321,0,5,0,8,0,0,7,2,2,13,0,0,1,38,91.7,97.3,7.8
20006,Asunción Nochixtlán,20464,4961,685,867,1247,5474,1298,1166,4456,-0.050485,Bajo,54.42350551,0.852196354,Medio,14952,4364,10587,2760,673,1315,3016,3208,8726,15444,9572,3303,17712,7045,15625,9668,0.3943980038,0.1344143326,13,11,3,17,5,1,51,41,9,90,1,2,12,256,88.6,98.9,8.5
20007,Asunción Ocotlán,2395,2362,46,593,235,769,125,48,548,2.176115,Muy alto,46.27933857,0.724670034,Muy alto,2003,986,1017,380,4,10,1304,1452,1038,1849,1986,613,2383,1957,2007,1133,0.3713843326,0.1576999985,0,0,0,1,0,0,1,0,0,2,0,2,0,6,93.8,99.4,9.2
20008,Asunción Tlacolulita,734,119,28,50,87,267,10,16,139,0.324694,Medio,52.96040975,0.82928631,Medio,517,129,388,176,20,21,248,187,170,501,421,83,693,279,537,242,0.3529963394,0.174878662,0,1,0,2,0,0,0,0,0,2,0,2,0,7,68.4,98.4,4.8
20009,Ayotzintepec,6857,5672,30,601,407,1976,192,109,1213,0.449867,Medio,52.36323237,0.819935344,Alto,6459,3108,3352,280,101,20,2068,1273,1006,6232,4114,4145,6739,4114,6560,4992,0.3882286648,0.1390566677,0,0,0,1,0,0,1,0,0,2,0,0,0,4,90.8,96,6.7
20010,El Barrio de la Soledad,13474,1550,499,646,872,4300,1370,1248,3568,-0.856314,Muy bajo,56.3840902,0.882896381,Bajo,3357,670,2688,6029,483,4639,2826,1189,4716,5692,3601,2834,9386,3423,3841,1059,0.3876683315,0.1405316666,0,2,0,2,0,0,2,1,0,4,0,1,1,13,84.7,99.1,6.3
20011,Calihualá,1402,682,16,221,140,320,13,16,104,0.821549,Medio,49.43303324,0.774052503,Alto,1171,553,618,209,7,17,568,293,291,1146,1053,752,1380,887,1177,723,0.41056934,0.1556183323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,97.4,6.7
20012,Candelaria Loxicha,11166,8863,289,1443,628,2464,76,167,1752,1.768702,Alto,46.43785395,0.727152164,Muy alto,9457,4999,4458,1496,39,179,4420,6117,4663,9309,9435,3898,10953,8454,9496,5834,0.4032776654,0.1140083348,0,0,0,2,0,0,2,0,0,5,0,1,0,10,76.4,95.2,5.5
20013,Ciénega de Zimatlán,3043,59,96,178,267,896,524,215,749,-0.583268,Bajo,55.19314276,0.864247802,Bajo,2113,273,1840,702,90,139,915,433,886,2361,571,276,2815,662,2203,809,0.3699700038,0.1514070009,0,0,0,3,0,0,4,1,1,3,0,1,0,13,79.1,97.5,6.1
20014,Ciudad Ixtepec,28082,11435,1384,1388,2627,8593,4278,2796,7698,-0.756319,Muy bajo,57.53812814,0.900967009,Muy bajo,7488,1085,6403,9404,1202,6829,3891,3226,8444,12737,5653,4667,16892,6409,8690,1920,0.3441806634,0.167858998,30,9,9,21,6,3,53,70,9,84,6,3,17,320,98.3,99.7,10.3
20015,Coatecas Altas,5356,3425,6,1150,526,1214,309,22,762,2.010036,Muy alto,46.8164476,0.733080414,Muy alto,5096,2703,2393,249,10,3,2664,1976,1525,4609,4518,1177,5345,3700,5106,3741,0.3761159976,0.155561503,0,0,0,1,0,0,0,0,0,2,0,1,0,4,89.1,97.9,7.4
20016,Coicoyán de las Flores,9563,9544,11,2424,185,1677,70,29,266,3.30464,Muy alto,42.70356491,0.668678395,Muy alto,9500,7878,1622,59,7,0,5188,6360,1543,8530,8923,4762,9560,8333,9507,8923,0.4169750015,0.1250539993,0,0,0,5,0,0,1,0,0,6,0,0,1,13,88.9,99.1,7.8
20017,La Compañía,3607,57,26,495,426,1066,59,27,489,1.031368,Alto,49.5829311,0.776399695,Alto,3100,1176,1924,481,14,14,1425,1198,986,3026,2754,819,3581,2185,3114,1745,0.3522583346,0.1846650044,0,0,0,2,1,0,2,0,0,4,0,0,0,9,67.9,98.6,4.9
20018,Concepción Buenavista,752,30,0,45,123,237,29,11,155,0.416116,Medio,52.26757949,0.818437553,Alto,571,179,392,147,13,21,282,153,128,569,417,180,718,298,584,326,0.3941383262,0.1519166678,0,0,0,1,0,0,1,0,0,1,0,0,0,3,92.4,99,7.9
20019,Concepción Pápalo,2754,1881,376,382,323,860,47,33,454,0.68511,Medio,51.34761815,0.804032238,Alto,2564,951,1613,106,56,29,1195,641,557,2085,1262,742,2670,1183,2620,2008,0.3623496691,0.1430869997,0,0,0,2,0,0,2,1,0,2,0,1,0,8,93.4,99,9.7
20020,Constancia del Rosario,4847,3257,58,923,332,1059,140,147,717,0.96141,Medio,49.48343045,0.774841654,Alto,3799,2083,1716,796,35,219,1815,2043,762,4024,3445,2242,4595,3123,3833,2534,0.4953686595,0.096178335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,97.7,4.5
20021,Cosolapa,14488,1204,120,1070,906,4149,1067,702,3437,-0.29893,Bajo,54.56279646,0.854377456,Medio,7370,1991,5379,3432,553,1596,3465,1908,5104,8608,6114,3116,10802,5336,7923,3506,0.3740496735,0.1615990003,0,0,0,5,0,0,7,10,1,14,1,1,2,41,57.3,92.5,3.9
20022,Cosoltepec,803,261,54,34,94,296,13,14,111,0.065971,Bajo,53.55730841,0.838632913,Medio,609,189,420,105,44,44,187,121,192,379,512,291,714,292,654,416,0.4035679996,0.1664643337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,98.9,6.3
20023,Cuilápam de Guerrero,26882,4922,656,851,1318,6940,2099,1791,6202,0.271797,Medio,52.2434812,0.818060207,Alto,17028,5958,11070,8682,1035,2916,4964,5929,15354,20657,18018,5757,25710,14555,18063,8971,0.3839136561,0.1400790016,0,0,0,7,0,0,10,3,3,8,0,3,0,34,81.3,99.4,5.6
20024,Cuyamecalco Villa de Zaragoza,3644,1505,68,769,330,1026,266,51,300,1.24711,Alto,49.13411714,0.769371893,Alto,3418,1697,1721,169,39,20,1817,1032,1101,2935,2208,1120,3587,2126,3457,2670,0.3824113309,0.1603823329,0,0,0,1,0,0,0,0,0,1,0,0,0,2,69.5,92.6,6.4
20025,Chahuites,11356,1284,337,905,1053,3301,685,454,2828,-0.070896,Bajo,53.69244037,0.840748891,Medio,7008,2261,4747,3425,107,503,3522,2161,5916,8928,7172,3794,10432,6727,7115,2839,0.3432973325,0.1608653317,0,2,0,3,0,0,2,0,0,4,0,0,1,12,89.8,98.7,8.1
20026,Chalcatongo de Hidalgo,9035,5951,60,717,676,2609,519,315,1758,0.700694,Medio,52.22146335,0.817715438,Alto,7443,2294,5149,1166,193,237,2083,1770,2227,6729,6105,2665,8609,3953,7636,4271,0.4253523449,0.130328998,37,8,5,10,3,1,15,20,1,48,1,0,5,154,94.6,100,7.7
20027,Chiquihuitlán de Benito Juárez,2179,1738,177,525,213,744,152,43,172,1.483942,Alto,49.08543097,0.768609535,Alto,1935,702,1233,195,22,29,1058,466,389,1760,1175,885,2129,1145,1956,1248,0.3611813287,0.1568636696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6,99.3,9.3
20028,Heroica Ciudad de Ejutla de Crespo,23148,1039,876,2294,1989,6158,1345,585,4665,0.520629,Medio,51.72038559,0.809869258,Alto,15356,4590,10766,6887,214,781,7559,4751,13297,19286,12954,5491,22243,13035,15570,6907,0.3814226687,0.1371399959,0,0,0,8,0,0,10,6,0,11,1,5,0,41,70.2,96.5,4.7
20029,Eloxochitlán de Flores Magón,4215,4118,135,927,351,1165,88,53,426,2.271906,Muy alto,47.91899068,0.750344704,Muy alto,3843,2038,1805,304,26,44,1951,2071,511,3631,3617,715,4147,2831,3869,2779,0.395647665,0.1271893308,0,0,0,2,0,0,1,0,0,2,0,0,0,5,93.8,98.8,9.4
20030,El Espinal,8730,5935,459,366,424,2597,1435,1153,2331,-1.015521,Muy bajo,58.97140127,0.923410072,Muy bajo,2127,204,1923,2926,512,3169,1330,740,1593,3694,716,1345,5053,1090,2639,497,0.3950386743,0.1382259975,0,2,0,4,0,0,4,1,2,5,0,1,1,20,94.6,98.8,10.9
20031,Tamazulápam del Espíritu Santo,7185,6945,31,1339,597,2042,349,292,1431,1.292013,Alto,50.80770756,0.79557799,Alto,6381,2264,4116,400,307,101,3049,1455,1414,5854,4261,999,6780,3254,6687,4650,0.4013206661,0.1326946691,13,6,7,12,3,1,43,26,4,57,1,0,10,183,66.7,94.3,5.2
20032,Fresnillo de Trujano,1077,2,14,186,100,318,12,13,138,0.365571,Medio,49.71475788,0.778463919,Alto,811,205,607,224,27,16,418,137,236,722,650,306,1035,441,838,406,0.3681426644,0.2134089967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,98.6,5.7
20033,Guadalupe Etla,2929,362,111,71,182,771,345,282,677,-0.890246,Muy bajo,57.03907731,0.893152568,Muy bajo,736,123,613,1372,83,739,362,300,1090,1598,416,907,2108,669,819,207,0.4165866673,0.1294376651,0,0,0,3,1,0,4,0,1,4,0,3,0,16,87.7,98.9,6.5
20034,Guadalupe de Ramírez,1288,49,4,115,254,392,7,32,201,-0.221517,Bajo,53.59839444,0.839276263,Medio,880,187,693,355,18,36,438,106,231,986,601,294,1235,410,898,404,0.3670819998,0.1734523376,0,0,0,2,0,0,2,0,0,2,0,1,0,7,96.7,99.4,10
20035,Guelatao de Juárez,657,210,30,7,15,165,81,81,154,-1.144406,Muy bajo,58.30748907,0.913014131,Muy bajo,186,7,180,166,78,227,43,26,87,299,48,37,352,24,264,91,0.4044849972,0.1489449963,0,0,0,2,0,0,2,0,0,1,0,0,0,5,98.2,98.6,11.5
20036,Guevea de Humboldt,5256,4127,15,661,335,1539,549,139,828,0.799478,Medio,51.46172476,0.805818989,Alto,4240,1301,2940,914,33,71,1915,1330,571,4436,3068,2635,5154,2861,4273,2091,0.347581327,0.1518566708,0,2,0,6,0,0,1,0,0,6,0,2,0,17,81.9,98.2,6.1
20037,Mesones Hidalgo,4424,2153,80,744,357,1135,203,78,525,1.003708,Alto,49.3985715,0.77351288,Alto,3859,1899,1960,534,10,23,1887,1374,677,3822,3822,1386,4393,2859,3869,2577,0.4032283227,0.1347103367,0,0,0,2,0,0,1,0,0,2,0,0,1,6,86.1,98.3,6.8
20038,Villa Hidalgo,1885,1826,93,245,112,527,114,58,213,0.526231,Medio,51.43037542,0.805328102,Alto,1457,375,1082,327,59,43,734,386,635,1504,616,178,1784,632,1516,819,0.388923655,0.1769636671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.7,99,9.5
20039,Heroica Ciudad de Huajuapan de León,78313,10439,2206,2912,4581,20144,7901,6854,17284,-0.807282,Muy bajo,56.85213287,0.890225278,Muy bajo,34138,7817,26321,24656,3521,12837,12735,7813,36161,50915,14068,15676,58794,22431,37658,16640,0.3779040078,0.1371323342,30,17,3,31,9,7,65,101,20,157,8,19,34,501,93.1,99.2,9.6
20040,Huautepec,6385,6356,55,1510,554,1650,125,44,303,2.933266,Muy alto,43.52878078,0.681600127,Muy alto,6226,4809,1417,141,9,11,3001,3017,1097,5832,6123,4382,6368,5555,6235,5409,0.3603053292,0.1358696694,0,0,0,1,0,0,1,0,0,1,0,0,0,3,76,95.2,6.2
20041,Huautla de Jiménez,31710,30898,412,6192,2236,8787,2040,1136,4589,1.853011,Muy alto,47.73155803,0.74740977,Muy alto,26030,12716,13314,3204,1005,1487,11774,13472,8625,20446,22444,11571,29233,18655,27035,17473,0.465419998,0.1136316682,0,0,0,3,0,0,2,0,0,2,0,0,0,7,82.3,98.4,6.2
20042,Ixtlán de Juárez,8385,5767,131,329,566,2398,753,499,1703,-0.066751,Bajo,54.40542059,0.851913169,Medio,6243,1318,4925,1034,532,580,1774,2172,1532,6370,2458,522,7277,2067,6775,3744,0.4967493415,0.1080766643,13,9,1,12,3,1,36,32,4,36,1,1,11,160,62.9,93.6,4.6
20043,Juchitán de Zaragoza,113570,95338,2506,7946,5326,29164,11585,7247,24001,-0.59883,Bajo,56.3006741,0.881590201,Bajo,54930,17307,37623,35101,3277,14685,24737,19339,57969,74064,30729,35639,90031,47539,58207,24929,0.3833816648,0.141219,63,50,2,55,9,5,92,114,14,264,7,39,49,763,72.1,96.6,6.5
20044,Loma Bonita,40934,3201,2218,3144,3948,12937,3836,2216,10310,-0.242733,Bajo,55.22004912,0.864669118,Bajo,22877,6560,16318,5957,2413,3172,9551,3638,13570,24115,10114,11441,28834,13101,25290,14144,0.3697536687,0.1471603339,12,10,5,14,4,3,36,34,6,63,2,3,9,201,71.5,94.2,4.6
20045,Magdalena Apasco,7888,525,353,117,334,2241,999,888,2044,-0.993843,Muy bajo,57.45021202,0.899590365,Muy bajo,2142,151,1990,2378,448,2924,751,638,2002,3419,466,906,4519,774,2590,578,0.4147583346,0.1397893329,0,0,0,3,0,3,5,2,0,4,0,2,1,20,94.3,99.1,8.5
20046,Magdalena Jaltepec,2943,445,91,211,298,936,76,60,451,0.426558,Medio,52.24777617,0.81812746,Alto,2456,669,1788,393,55,39,855,488,453,2288,2051,390,2849,1064,2512,1475,0.3678889871,0.1657373309,0,0,0,1,0,0,1,0,0,1,0,0,0,3,90,98.4,8.9
20047,Santa Magdalena Jicotlán,81,1,0,4,6,30,2,4,20,-0.459308,Bajo,55.36313448,0.866909636,Bajo,55,8,47,20,1,5,16,5,31,52,43,12,75,21,56,29,0.3987516661,0.1482270012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,98.4,5.7
20048,Magdalena Mixtepec,1433,187,178,111,43,272,14,9,151,1.939802,Muy alto,49.15805454,0.76974672,Alto,1372,806,566,62,0,0,406,771,231,1330,1404,151,1434,1009,1372,1073,0.3545526663,,0,0,0,1,0,0,1,0,0,2,0,0,0,4,86.7,98.4,6.2
20049,Magdalena Ocotlán,1184,278,347,59,65,314,97,29,246,0.750093,Medio,51.65030213,0.808771848,Alto,896,334,563,247,14,28,296,460,504,771,1032,108,1143,659,910,474,0.3806179961,0.1770453304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,98.5,7.2
20050,Magdalena Peñasco,3750,3641,12,695,214,981,129,74,360,1.79183,Alto,49.56115526,0.776058716,Alto,3425,1114,2311,287,30,9,1374,834,496,2686,3556,301,3712,1734,3456,2322,0.3490943213,0.2056384981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7,97.2,7.5
20051,Magdalena Teitipac,4764,4691,6,774,145,1018,34,47,782,1.985178,Muy alto,44.73473544,0.700483698,Muy alto,4487,2334,2152,271,6,2,2903,1741,2066,4337,3976,493,4758,3586,4493,2996,0.3724679947,0.2569890022,0,0,0,3,0,0,5,0,2,5,0,0,0,15,89.5,98.4,7.5
20052,Magdalena Tequisistlán,5996,483,45,452,435,1838,326,281,1370,0.109878,Bajo,53.22117871,0.833369589,Medio,3629,853,2776,1520,337,513,1342,1341,996,4123,3166,1594,5149,2319,3966,1673,0.3889086743,0.1510373304,0,0,0,3,0,0,4,4,0,6,0,1,1,19,97.9,99.4,10.4
20053,Magdalena Tlacotepec,1297,448,47,113,88,421,107,108,347,-0.451465,Bajo,55.26066865,0.865305163,Bajo,441,62,379,450,59,349,303,133,352,519,409,49,891,237,500,140,0.407954663,0.146954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,99,6.7
20054,Magdalena Zahuatlán,404,10,2,19,65,130,14,17,88,0.350878,Medio,53.88667538,0.843790341,Medio,341,99,242,43,10,10,86,88,46,316,249,103,384,144,351,219,0.3827163279,0.1637813325,0,0,0,1,0,0,1,0,0,2,0,0,0,4,87.3,99.4,6.5
20055,Mariscala de Juárez,3739,37,22,285,440,1076,60,87,763,-0.216641,Bajo,53.63164368,0.839796899,Medio,2546,575,1971,996,55,144,1197,608,656,3016,1700,759,3542,1298,2601,1118,0.395260334,0.1467343345,0,0,0,2,0,0,2,2,1,4,0,1,0,12,93.1,98.4,7.7
20056,Mártires de Tacubaya,1446,78,1248,133,147,411,31,24,148,0.171343,Medio,51.17774756,0.801372301,Alto,930,313,617,459,12,46,435,657,306,1150,969,674,1389,958,942,391,0.377703995,0.1328913296,0,0,0,1,0,0,1,0,0,2,0,0,0,4,72.6,98.5,5.6
20057,Matías Romero Avendaño,38183,9545,1434,2684,3243,11558,2541,1942,8933,-0.361162,Bajo,54.5662483,0.854431507,Medio,21373,6354,15019,8962,1733,4279,8393,3894,16678,23504,16953,10195,30335,15499,23106,10896,,0.142742496,0,8,0,14,1,1,18,44,7,40,1,4,6,144,75.6,97.8,4.2
20058,Mazatlán Villa de Flores,12722,12402,50,2796,1152,3592,186,81,787,2.268355,Muy alto,45.94543815,0.719441618,Muy alto,12164,7187,4977,369,123,72,5722,6854,1425,10415,9231,5592,12533,8694,12287,10066,0.3628346622,0.1400703341,0,0,0,8,0,0,5,0,0,7,0,1,3,24,90,99,8.5
20059,Miahuatlán de Porfirio Díaz,50375,9594,1083,3873,3116,13196,3933,3144,10968,0.236933,Medio,53.84879192,0.843197139,Medio,36940,13492,23448,13076,1749,4172,15698,10314,38987,43602,26088,11511,50016,30098,38690,19458,0.3936629991,0.1365153367,0,0,0,3,0,0,2,0,0,3,0,1,0,9,89.1,100,8.2
20060,Mixistlán de la Reforma,2487,2487,19,332,168,647,9,19,363,1.614996,Alto,50.70164294,0.793917166,Alto,2222,704,1518,218,32,16,701,553,331,2067,1874,463,2440,1108,2254,1436,0.3546569943,0.174217999,0,0,0,1,0,0,1,0,0,1,0,0,0,3,91.8,98.3,8
20061,Monjas,2893,163,5,454,276,801,101,60,614,1.513554,Alto,48.1697305,0.754270941,Muy alto,2190,679,1511,661,9,33,1218,783,480,2495,2131,382,2851,1482,2199,1049,0.3758026659,0.163163662,0,0,0,4,1,0,4,0,0,5,0,1,0,15,93.9,100,8
20062,Natividad,498,246,38,17,38,155,75,41,96,-0.650662,Bajo,55.61418113,0.870840677,Bajo,230,22,208,160,30,79,82,46,91,302,51,44,389,46,260,95,0.3862959941,0.1323786676,0,2,0,2,0,0,1,0,0,3,0,1,0,9,89.2,97.6,6.8
20063,Nazareno Etla,4293,99,185,47,307,1129,590,416,991,-1.033122,Muy bajo,56.8758399,0.890596497,Muy bajo,1733,222,1512,1249,295,1017,362,383,1391,2323,718,654,2983,680,2029,566,0.3692353268,0.1577500006,0,0,0,3,0,0,4,0,1,4,0,1,0,13,87.1,97.5,7
20064,Nejapa de Madero,8494,2740,31,482,559,2279,301,210,1808,0.134442,Medio,52.93417037,0.828875438,Medio,5671,1170,4501,2375,107,346,2192,2369,1686,6369,5511,1625,8046,3486,5778,2261,0.3892566661,0.1542606652,13,7,11,10,3,0,22,34,6,28,0,3,5,142,90.3,98.9,8.3
20065,Ixpantepec Nieves,1079,1022,41,240,156,349,5,18,172,0.625647,Medio,49.88989888,0.781206383,Alto,924,357,566,142,8,6,554,211,517,780,573,319,1066,596,932,563,0.3989440004,0.1713196685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,96.6,5.2
20066,Santiago Niltepec,5342,142,38,559,508,1791,220,187,1218,-0.125471,Bajo,53.70497218,0.840945122,Medio,3500,651,2849,1378,164,302,1596,661,1188,3900,2293,1964,4878,2042,3664,1242,0.3751993378,0.1519923309,0,3,0,5,0,0,4,1,0,6,0,1,0,20,75.5,97,5.7
20067,Oaxaca de Juárez,270955,50012,9419,5665,13826,73278,47008,37512,68935,-0.958452,Muy bajo,58.68025355,0.918851104,Muy bajo,93304,21605,71699,101037,11008,69295,28599,32219,136159,162739,35466,48802,194340,65868,104312,39144,0.3702783386,0.142794003,133,61,15,116,22,35,403,615,133,690,101,253,149,2726,89.2,98.8,8
20068,Ocotlán de Morelos,23751,1943,223,1277,1459,6039,2410,1483,5096,0.080942,Bajo,53.71760729,0.84114297,Medio,12733,3804,8928,8928,546,2472,5077,4426,14025,18390,10396,4926,21661,10964,13279,5441,0.3927466571,0.1312573353,0,0,0,7,0,0,9,14,1,14,1,4,2,52,81.1,97.9,6.3
20069,La Pe,3052,29,68,268,207,780,44,21,326,1.49237,Alto,51.04433852,0.799283301,Alto,2737,887,1850,312,1,3,1198,1081,312,2835,2693,623,3049,1855,2738,1350,0.3308786551,0.2091244981,0,0,0,2,0,0,1,0,0,2,0,1,0,6,77.1,97.9,5.6
20070,Pinotepa de Don Luis,6416,6092,169,880,559,1658,348,128,1245,0.894707,Medio,51.23887807,0.80232952,Alto,5385,2555,2830,581,172,282,1955,2145,967,5029,4779,2734,5966,3930,5557,3432,0.4431586663,0.1277146687,6,2,0,5,2,0,6,10,2,22,0,0,1,56,95.7,100,8.7
20071,Pluma Hidalgo,3255,293,30,402,189,863,120,66,483,1.487636,Alto,48.9623665,0.766682517,Alto,2506,942,1563,696,17,39,1127,1682,899,2804,2557,788,3201,2108,2523,1198,0.3576730092,0.1802299966,0,0,0,2,0,0,2,0,0,6,0,2,0,12,98.5,99.6,10.7
20072,San José del Progreso,8059,1223,379,628,522,2099,503,203,1488,1.071579,Alto,50.74564437,0.794606167,Alto,6392,2182,4210,1348,125,197,2484,2070,1586,6464,6375,2215,7740,4278,6518,3205,0.3700083395,0.1802786638,0,0,0,5,0,0,6,0,1,6,0,1,1,20,92.3,98.9,7.5
20073,Putla Villa de Guerrero,34652,13835,1780,2798,3022,9721,2328,1334,6255,0.166411,Medio,53.71229864,0.841059844,Medio,27229,11675,15554,5278,515,1170,8216,6143,12728,26615,23807,12593,32507,18322,27744,18296,0.4173929989,0.1149406681,28,22,10,23,4,2,55,73,8,110,3,15,19,372,94.5,100,7.3
20074,Santa Catarina Quioquitani,456,453,0,23,24,128,4,1,43,0.296867,Medio,53.97098818,0.845110562,Medio,437,85,352,10,9,0,121,52,15,395,273,62,447,111,446,363,0.3468029996,0.2606660128,0,1,0,1,0,0,1,0,0,2,0,1,0,6,97.1,99.2,11.3
20075,Reforma de Pineda,2660,166,35,255,311,977,62,104,823,-0.413756,Bajo,54.72399254,0.856901562,Bajo,1858,299,1560,523,113,167,810,265,432,1805,869,898,2381,799,1971,693,0.3788366616,0.1670756638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7,98.9,8.8
20076,La Reforma,3411,103,271,207,321,903,314,107,443,0.14552,Medio,53.02215825,0.830253206,Medio,2488,786,1703,854,15,55,1025,626,671,3001,2667,1432,3343,1957,2504,1159,0.3997636735,0.1276806667,0,0,0,1,0,0,1,0,0,1,0,0,0,3,80.1,98.7,7.2
20077,Reyes Etla,4370,358,75,83,213,1084,482,307,930,-0.480698,Bajo,54.75523638,0.857390797,Bajo,1799,314,1485,1847,87,639,665,837,1521,3011,1536,978,3646,1412,1886,554,0.4146543344,0.1313373347,0,0,0,4,1,0,6,2,2,5,0,1,2,23,82.3,95.1,6.4
20078,Rojas de Cuauhtémoc,1301,46,11,34,132,380,151,139,356,-0.722755,Muy bajo,56.33406825,0.882113107,Bajo,344,34,310,709,30,218,199,152,285,861,329,162,1053,258,375,73,0.3732130031,0.1489589959,0,0,0,1,0,0,2,0,2,3,0,0,0,8,88.3,98.4,8.2
20079,Salina Cruz,84438,9656,1224,2631,4854,25459,13354,8513,23267,-0.854991,Muy bajo,57.42349877,0.899172073,Muy bajo,22097,3771,18326,34001,3958,21828,12121,8859,26473,41507,21547,19177,56098,22157,26055,6623,0.342847337,0.1591373334,63,38,15,51,5,19,110,137,26,197,9,24,25,719,87.8,99,7.5
20080,San Agustín Amatengo,1593,27,28,251,215,533,117,28,263,0.72727,Medio,50.76999132,0.794987406,Alto,1179,319,861,378,12,26,638,509,435,1230,869,294,1557,742,1191,541,0.3556613326,0.184806332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,99.6,9.3
20081,San Agustín Atenango,1871,1586,21,306,289,590,34,51,270,0.470808,Medio,51.16941635,0.801241846,Alto,1338,404,934,490,20,25,869,345,481,1367,1161,565,1827,919,1357,652,0.3971793254,0.1471023311,0,0,0,1,0,0,1,0,0,3,0,1,0,6,96.6,100,9.2
20082,San Agustín Chayuco,4163,2802,110,430,455,1173,105,61,725,0.604934,Medio,51.97091185,0.81379215,Alto,3243,1081,2161,833,29,61,1266,907,895,3174,3358,1786,4076,2383,3271,1631,0.3707969983,0.160693335,0,0,0,1,0,0,0,0,0,3,0,1,0,5,95.8,99.3,10
20083,San Agustín de las Juntas,11391,2395,161,298,393,3126,1802,1069,2791,-0.714696,Muy bajo,57.41910932,0.89910334,Muy bajo,4104,757,3346,4540,395,2260,1493,2278,6101,7260,1693,1698,8644,3098,4498,1548,0.3906460007,0.1438393344,0,0,0,3,0,0,7,3,0,5,0,0,0,18,79.5,97.8,5.7
20084,San Agustín Etla,4168,201,113,68,269,1205,781,552,1067,-1.152257,Muy bajo,57.75581899,0.904375745,Muy bajo,1233,107,1126,1318,331,1288,393,460,1165,1888,385,444,2551,452,1564,331,0.3701379995,0.1578356673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,97.3,5.2
20085,San Agustín Loxicha,26194,25566,417,3458,1110,5455,176,188,3082,2.624402,Muy alto,45.63649889,0.714604059,Muy alto,25107,17136,7971,985,59,54,10543,18230,3416,24064,23477,10996,26093,21478,25166,19820,0.3775353332,0.1104080056,0,0,0,13,0,0,7,0,0,18,0,3,3,44,85.6,99.4,7
20086,San Agustín Tlacotepec,1032,858,55,63,155,331,41,30,94,0.992415,Alto,52.15629376,0.816694973,Alto,847,336,511,127,18,40,180,264,249,698,873,257,974,498,865,571,0.4194140037,0.1534073353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,99.2,10.3
